title,link,price,rating,brand,model_name,operating_system,cellular_technology,wireless_network_technology,about
"TracFone Motorola Moto g Stylus, 128GB, Blue - Prepaid Smartphone (Locke",https://www.amazon.com/Tracfone-Motorola-Moto-Stylus-128GB/dp/B09X7DSYRB/ref=sr_1_285?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-285,$139.39,3.8,TracFone,Moto g stylus (2022),Android 11.0,4G,"CDMA, LTE","Capture perfect photo moments in any situation with the innovative quad camera system on the Motorola moto g Stylus in Twilight Blue, available at a great price from Tracfone.    6.8"" FHD+ Max Vision Display; Android 11; Octa-Core Processor; 5,000mAh battery; Face Unlock; Fingerprint Reader; 90Hz refresh rate    128GB Internal Memory (expandable to 512GB); 4GB RAM; 50MP Rear + 8MP Ultra Wide + 2MP Depth Cameras; 16MP Front Camera; 5G Capable    Carrier: This phone is locked to Tracfone, which means this device can only be used on the Tracfone wireless network.    Unlimited Talk, Text and Data plans starting as low as $20/month"
"Samsung Galaxy A03S 4G LTE (NOT 5G) 6.5"" HD+ Triple Camera 5000mAh Battery, Dual Sim GSM Unlocked Global 4G Volte (NOT VERIZON/Boost) International Model A037M/DS (Black, 32GB)",https://www.amazon.com/Samsung-5000mAh-Battery-Unlocked-International/dp/B09FD6ZBTL/ref=sr_1_117?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089617&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-117,$122.00,4.4,SAMSUNG,Galaxy A03s,Android 11.0,4G,"GSM, LTE","International Model NOT 5G SUPPORT - No Warranty in US. Compatible with Most GSM Carriers like T-Mobile, AT&T, MetroPCS, etc. Will NOT work with CDMA Carriers Such as Verizon, Sprint, Boost    Dual sim 4G LTE Bands: 1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41 , 66 3G Bands: 850, 900, 1700, 1900, 2G Bands: 850, 900, 1800, 1900MHz,    Rear Camera: 13MP, F2.2 + 2 MP, F2.4 + 2MP, F2.4, Front Camera: 5MP, F2.2, Bluetooth 5.05    MediaTek MT6765 Helio P35 (12nm), Octa-core, GPU: PowerVR GE8320, Android 11    6.5"" 720 x 1600 (HD+) PLS TFT LCD Display, 5000mAh Battery, Fingerprint (side-mounted); 32GB Storage/ 3GB RAM"
"Rugged Smartphone Ulefone Armor X5 (2021), Waterproof IP68 Dual SIM Unlocked Phones, Global 4G LTE, 8-Octa-core Android 11, 3GB+32GB, 5000mAh Battery, Face Recognition, Bluetooth, NFC, Compass -Black",https://www.amazon.com/Smartphone-Ulefone-Armor-X5-Recognition/dp/B07ZGPZC7Q/ref=sr_1_284?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-284,$139.99,3.8,Ulefone,Compass,Android 9.0,4G,"CDMA, LTE","🎃Android 11 + IP68 Protection Rating + 5.5 in HD+ Display: Update with the android 11, you can experince the latest OS system. Clear, bright 5.5-inch screen that is easy to read and has a nice range. The Armor X5 rugged smartphone is definitely water, shock and dust resistant which meets military standard. Every hole got a protection layer that blocked the water, dirt and sand out. Armor X5 will protect itself all round and then standby your side to support you.    🎃Underwater Mode + Gloves Mode: The underwater mode is an innovation that none of phones ever have. Now Armor X5 will take you to experience that. You can take marvelous photos underwater. Besides, there still have the gloves mode which means you can touch screen of the device while wearing gloves.    🎃Dual SIM Cards Global 4G + Dual Cameras: The Armor X5 rugged smartphone is a dual-card and supports two cards simultaneously, you can insert 2 sims card or 1 sim card + 1 SD card. And full 4G frequency bands. (⚡NOT Support AT&T, Cricket or CDMA carriers like Verizon, Sprint) Packed with 13MP+2MP dual rear cameras, Armor X5 enables you to take stunning photos even below the water. The camera is great for you to capture great memories.    🎃5000mAh Battery + 3GB RAM + 32GB ROM: Comes with a 5000mAh huge battery which last easily for 440 hours and talks for 25 hours. just playing a whole day with one single charge. Runs the latest Android 9.0 Pie, along with 3GB RAM and 32GB ROM of internal storage and additional 256GB external memory support, the Armor X5 offers suffient space for you to store all your pictures, media, and files.    🎃Customized Button: The customized button on the left enables you to optionally set the button quick access to video recording, flashlight, screenshot, underwater photography, SOS emergency call, convenient and practical to use. And it can arouse all the built-in or downloaded apps in the phone. You can also set it as a PTT button, enjoy effective and economical communications without a hitch, making Armor X5 an essential tool for outdoor activities."
Samsung Galaxy J1 4G LTE White Smartphone - GSM Unlocked,https://www.amazon.com/Samsung-Galaxy-LTE-White-Smartphone/dp/B01GBYWMO0/ref=sr_1_263?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089674&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-263,$125.00,3.9,SAMSUNG,Galaxy Express 3,Android 6.0,"4G, 3G, 2G","GSM, UMTS, LTE","DOES THIS DEVICE NEED A SIM CARD: Yes it does Being that this device is GSM unlocked it will work on any GSM Network with a Nano size SIM Card The sim card does not come included, you will need to contact your Network Provider to acquire your complimentary Nano Sim card (Free from most Carriers with activating of an account).    WHAT FREQUENCIES DOES THIS DEVICE SUPPORT: (GSM 850, 900, 1800, 1900 MHz) (UMTS: 850, 2100 MHz) (LTE (FDD) Bands 1, 2, 3, 4, 5, 7, 12)    HOW LONG CAN I EXPECT THE BATTERY TO LAST ME: Well the battery size is 2050 mAh (Removable) which in a Usage time frame means 10 solid hours of streaming at 4G LTE speeds as well it has a Standby time of up to 240 hours before you need to recharge the battery.    WHAT CAN I EXPECT OUT OF THE BOX: Well the J1 comes out of the box running Android 6.0 with a Quad-core, 1300 MHz processor as well it has 8GB Internal storage (5.6 Avail to user) 1GB RAM 5MP with Flash on the main rear Camera + 2MP Selfy camera and all weighs a mere 4.62 Oz.    WHAT DOES UNLOCKED REALLY MEAN: Unlocked devices are compatible with GSM carriers the kinds that Use SIM Cards for Service like AT&T and T-Mobile as well as with GSM SIM cards (e.g. H20, Straight Talk, and select prepaid carriers) Unlocked Devices will not work with CDMA Carriers the kinds that dont use sim cards for service like Sprint, Verizon, Boost or Virgin (contact your network provider prior to purchasing for verification that they support GSM frequencies)."
"Garsentx Smart Phone, 5G Unlocked Smartphone for Android, Dual SIM,16GB RAM 1T ROM Storage, Dual Cameras, with Face Recognition Function, WiFi, BT, FM, GPS(US Plug)",https://www.amazon.com/Unlocked-Smartphone-Android-Recognition-Function/dp/B0B1P5CHR7/ref=sr_1_282?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-282,$126.55,1.0,Garsentx,Mix 4,,5G,Wi-Fi,"【7.3-INCH ULTRA HD LARGE DISPLAY】 The unlocked MIX4 phone features a 7.3-inch Ultra HD display with 2400x3200 HD IPS resolution. It not only provides a wider visual experience, but also has extraordinary vivid colors and amazing clarity, allowing you to explore every detail and maximize your visual experience. Battery type: built-in 7300 mAh lithium battery.    【LARGE STORAGE CAPACITY】 This dual SIM cell phone with 16GB RAM, 1T ROM, 128GB memory card maximum support expansion. With enough memory and storage space, you can watch movies, download TV and play games smoothly on this phone. With enough memory, your phone will not get stuck. It brings you a very good viewing and gaming experience, you don't have to worry about running out of phone memory anymore.    【HIGH-PIXEL DUAL CAMERA】 The 48MP front camera has f/2.0 aperture, fixed focal length. The 72MP rear camera is colorful and has f/1.8 aperture, autofocus capability. If you are a photography enthusiast, don't miss out on this dual camera phone. The front and rear cameras have ultra-high pixels and the photos taken are full of high-definition colors. With it, you can take high-quality photos anytime and anywhere!    【MULTIFUNCTION UNLOCKED PHONE】 Unlocked smartphone with facial recognition, with WIFI, BT, FM, GPS, C-type charging port, 3.5mm standard headphone interface. Full-featured operation, convenient to use. And support to install two Sim cards at the same time or install one Sim card and one small memory card at the same time. Network standard: 4G 5G, dual card dual standby, SIM card.    【ENHANCED SYSTEM】The display screen adopts beautifully curved corner design, the inch is the diagonal length of the display screen when the rounded corners are stretched at a right angle. The system of the smart phone is based on the in-depth development suitable for Android system, which is more perfect and smooth. Chip: for Qualcomm 888plus Core (ten cores)."
NOKIA 6.1 - Android 9.0 PIE - 32GB microSD - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.Screen - Black (TA-1016),https://www.amazon.com/Nokia-6-1-Unlocked-Smartphone-T-Mobile/dp/B07LBPP4J9/ref=sr_1_280?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-280,,3.8,Nokia,Nokia 6.1,Android 9.0,2G,,"Made from a solid block of aluminum series 6000, with distinctive two-tone anodized diamond cut edges    Android One ensures that you have pure, secure and up-to-date Android    Latest generation Qualcomm Snapdragon 630 mobile platform with 3GB of RAM and 32GB storage    Bright, high contrast 5.5” Full-HD screen in more Compact screen to body ratio with Corning Gorilla glass    Fast USB Type-C charging gets you to 50% in only 30 min"
BLU G71+ | 2022 | 3-Day Battery | Unlocked| 6.5” HD+ Display | US Version | US Warranty| 128/4GB | Bronze,https://www.amazon.com/BLU-Battery-Unlocked-Display-Warranty/dp/B0B9QTVQ2X/ref=sr_1_279?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-279,$109.99,3.6,BLU,G71+,,2G,GSM,"Unlocked and ready to use with your preferred GSM Carrier. Compatible with T-Mobile, Metro PCS, and others. Sim card not included. (Not compatible with AT&T, Cricket or with CDMA Networks like Verizon, Sprint, and Boost Mobile)    With a high definition 6.5” curved glass display that brings all the color and realism to the screen, the G71+ offer user a perfect view experience.    Triple A.I 13 Mega Pixel camera you are sure to snap those perfect moments like a pro.    Powerful Three-day battery. Capture more of life without stopping to recharge thanks to a 4,900mAh battery.    With 128GB internal memory paired with an astounding 4GB RAM, nothing gets in the way."
Total Wireless - Samsung Galaxy J3 Luna Pro 4G LTE with 16GB Memory Prepaid Cell Phone - Black,https://www.amazon.com/Total-Wireless-Samsung-Galaxy-Prepaid/dp/B073ZNK8TH/ref=sr_1_311?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089728&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-311,,4.3,Total wireless,Galaxy J3 Luna Pro,Android 6.0,4G,LTE,"Qualcomm MSM8917 processor, Android 6.0 Marshmallow OS    4G LTE speed    5"" TFT touch screen    5.0MP rear-facing camera, 2MP front-facing camera    16GB internal memory plus microSD slot"
"TracFone TCL A4X 5G, 64GB, Black - Prepaid Smartphone (Locked)",https://www.amazon.com/Tracfone-Alcatel-64GB-Cyan-Gray/dp/B09CLQGPHK/ref=sr_1_336?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089744&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-336,$127.57,4.1,TracFone,TCL 4X 5G,Android,5G,,"Stunning Cinematic Viewing: The TCL A4X 5G features a 6.52 HD plus display powered by NXTVISION Technology a movie-like experience with enhanced color, clarity, and contrast. Dual speakers with Hi-Res Audio designed for the ideal immersive experience.    Versatile Photos: Snap a variety of photos with the 16MP main camera, 5MP super wide-angle and 2MP macro plus record in 1080P. Take memorable selfies in any lighting condition with the 13MP front facing camera with LCD Flash.    Up to 2.0 GHz, octa-core processor; 4GB RAM / 64GB Internal Storage | MicroSD up to 512GB; 4,500 mAh Battery with up to 16 hours of usage time    Carrier: This phone is locked to Tracfone, which means this device can only be used on the Tracfone wireless network.    Unlimited Talk, Text and Data plans starting as low as 20/month"
SAMSUNG Galaxy A12 32GB A125U Android Smartphone - Verizon Locked - Black - (Renewed),https://www.amazon.com/SAMSUNG-Galaxy-A12-Android-Smartphone/dp/B09HR68FBF/ref=sr_1_312?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089728&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-312,$87.99,3.7,SAMSUNG,A12,Android,,,"Phones are Locked to Verizon.    Phone comes packaged in an aftermarket box and include a generic charger and cable.    Headset, Sim card, or manual are NOT included.    Power for All Your Photo Ops: With Galaxy A12’s long-lasting 5,000mAh battery, you’ll be ready for anything; And when you don’t have time to waste, Fast Charging can power you up in minutes    Processor You Can Depend On: Waiting for your cell phone to catch up can make you want to pull your hair out; We outfitted Galaxy A12 with a reliable processor that won’t hold you back    Snap More, Delete Less: Galaxy A12 comes loaded with 32GB of internal memory, plus the option to store up to 1TB more when you add a MicroSD card; So go ahead, keep on snapping    These phones are Locked to Verizon service ONLY."
"LG K22 4G LTE Unlocked GSM (At&T/Tmobile/Cricket/Mint) Latin 32GB 2GB Ram 6.2"" Android 10 (Titan) (Renewed)",https://www.amazon.com/LG-Unlocked-Tmobile-Cricket-Android/dp/B09Z37YWTS/ref=sr_1_360?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089748&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-360,$109.00,3.8,LG,K22,Android 10.0,4G,"GSM, LTE",
Nokia 1.4 | Android 10 (Go Edition) | Unlocked Smartphone | 2-Day Battery | International Version | 2/32GB | 6.51-Inch Screen | Charcoal,https://www.amazon.com/Nokia-Unlocked-Smartphone-International-6-51-Inch/dp/B0BB4CR7HX/ref=sr_1_283?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-283,$109.99,4.1,Nokia,1.4,Android 10.0,4G,LTE,"Product is compatible with GSM carriers. Product is not compatible with Verizon. Please confirm compatibility with your carrier.    Make the most of learning and playtime on the beautiful 6.51” HD+ edge-to-edge screen with a 2-day battery that keeps on going.    Capture beautiful shots round the clock on the Camera Go app thanks to Portrait mode and Night mode with a dedicated macro camera.    Expect a faster, more secure way of doing things with the Android 10 (Go edition), and an immediate update to Android 11 (Go edition).    Enjoy durable design that sits securely in any hand, plus robust technology like the Qualcomm chipset and fingerprint sensor."
ZTE Midnight Pro 4 LTE Black SIMPLE MOBILE with 8GB Memory Prepaid Cell Phone Smartphone,https://www.amazon.com/ZTE-Midnight-SIMPLE-Prepaid-Smartphone/dp/B01MQ4EWSG/ref=sr_1_384?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-384,,3.9,ZTE,Midnight Pro 4,Android 6.0,4G,LTE,
CAT S48c Sprint Locked 16GB Smartphone Black (Renewed),https://www.amazon.com/Sprint-Locked-Smartphone-Black-Renewed/dp/B07W4SGRWT/ref=sr_1_382?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-382,$129.99,3.7,Cat,S48c,Android 8.0,"4G, 3G, 2G","Wi-Fi, CDMA, LTE",
"TracFone Motorola Moto g Power (2021), 64GB, Dark Grove - Prepaid Smartphone (Locked) & Motorola Moto g Pure (2021), 32GB, Blue - Prepaid Smartphone (Locked)",https://www.amazon.com/TracFone-Motorola-Moto-Power-Grove/dp/B0BFJ46G1C/ref=sr_1_281?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-281,,5.0,TracFone,Moto g Power,,,,"Product 1: MORE WAYS TO TELL YOUR STORY: 50MP camera system + Dual Capture. Take professional-looking portraits and close-up photos.    Product 1: UP TO THREE DAYS OF BATTERY LIFE: Leave the charger at home. With a massive 5000mAh battery, you can go up to three days1 on a single charge.    Product 1: REFRESH YOUR PERSPECTIVE + EXPAND YOUR VIEW: With a 90Hz refresh rate, it’s smooth and seamless with far less lag. The 6.5"" Max Vision HD+ display gives you maximum viewing thanks to a 20:9 aspect ratio.    Product 1: HOLD EVERYTHING: With 64GB built in2, you have tons of room for photos, movies, songs, apps, and games. And you can always add up to 512GB more using a microSD card.    Product 2: DUAL CAMERA SYSTEM: Get professional-looking portraits with a blur effect using the depth sensor. The 13MP camera with phase detection autofocus (PDAF) captures your subject in the blink of an eye.    Product 2: MORE FUN. LESS LAG: Feel your phone respond instantly to every touch, tap, and swipe using an octa-core processor with HyperEngine.    Product 2: WATER-REPELLENT. WORRY PROOF: Whether you’re going out for a run or getting caught in a little rain, a water-repellent design2 keeps your phone protected inside and out.    Product 2: BEAUTIFULLY DESIGNED. THROUGH AND THROUGH: Securely unlock your phone with just the touch of your finger."
Yezz Art 2 Pro | 2021 | Long Lasting Battery | 4/128GB | 16MP Triple Camera | Unlocked smarpthone | 1 Year Warranty in The U.S. | Graphite Black,https://www.amazon.com/Warranty-Unlocked-T-Mobile-MetroPCS-Straight/dp/B09F4YDDBV/ref=sr_1_381?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-381,$103.95,5.0,Yezz,ART 2 PRO,Android 11.0,4G,LTE,"Memory: 3GB (RAM) and 64GB (ROM) / 4GB (RAM) and 128GB (ROM memories expandable up to 128GB.    Loaded with the Android OS v11 + 5000 mAh battery    Cameras: 16MP + 2MP + 2MP (Primary) 13MP(Front camera). Screen: 6.5 inch display with HD+ resolution    Networks: 2G GSM: 850/900/1800/1900; 3G: 850/900/1900 4G LTE: B2/B3/B4/B7/B12/B17/B28AB – Factory Unlocked Dual SIM smartphone    Compatible with: AT&T, T-Mobile, Cricket, Verizon Wireless and other GSM carriers.    Fingerprint reader and facial recognition"
"WESE Unlocked Smartphone,IP12 PRO+ Android Smartphone 6.26in Large Screen Unlocked Cellphone Face Recognition Unlocked Android Smartphone Dual Card Dual Standby(Gold)",https://www.amazon.com/WESE-Unlocked-Smartphone-Cellphone-Recognition/dp/B09LCG3X1L/ref=sr_1_287?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089683&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-287,$118.99,2.7,WESE,IP12 PRO+,Android 8.1,3G,Wi-Fi,"6.26IN LARGE SCREEN: The smartphone with 6.26in large screen allows you to experience a wider field, more content is displayed, and the unlocked cell phones is still small and lightweight.    POWERFUL PROCESSOR: The android cell phone has powerful processor greatly improves the running speed, frame rate and picture smoothness when playing large games and multi-tasking.    DUAL SIM: Unlocked smartphone up to 128GB of expandable storage, smartphone for android is supporting simultaneous use of two SIM cards for data and phone calls, or simultaneous use of memory cards for data storage.    HD CAMERA: Unlocked android smartphone with high definition camera, vivid colors, every photo is as beautiful as wallpaper, in depth development, smartphone unlocked is more complete and smoothly.    FACE RECOGNITION: Face recognition can always be accurately identified, android phone unlocked bringing you a science fiction experience.    Wireless communication technology: Wi-Fi    Operating system: Android 8.1    Display size: 6.3 inches"
"Xiaomi Redmi 9A (64GB+4GB) 4G LTE Unlocked GSM 6.53"" (Not Verizon - Boost - Cricket - At&t) Dual Sim (Peacook Green)",https://www.amazon.com/Xiaomi-Redmi-LTE-Unlocked-Verizon/dp/B09N1VJDRR/ref=sr_1_379?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-379,$129.99,4.4,Xiaomi,9a,Android,4G,"GSM, Wi-Fi, LTE",Sensors: Vibration Motor Distance Sensor Ambient Light Sensor Accelerometer
"Moto G Fast (32GB, 3GB RAM) 6.4"" Max Vision HD+, Unlocked for T-Mobile, Verizon, AT&T, Metro, Global 4G LTE | Made for US by Motorola | 16MP Camera | 2020 | White (Renewed)",https://www.amazon.com/Unlocked-T-Mobile-Verizon-Motorola-Renewed/dp/B08H8DYQD6/ref=sr_1_377?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-377,,4.1,Motorola,Moto G Fast,Android 10.0,4G,"GSM, UMTS, CDMA, LTE","Compatible with Most GSM + CDMA Carriers like T-Mobile, AT&T, MetroPCS, etc. Will Also work with CDMA Carriers Such as Verizon, Sprint.    6.4” Max Vision display​, HD+ (1560x720), 269ppi, 19:9, IPS, 4000mAh Battey, 10W rapid charging, Fingerprint reader    32GB ROM, 3GB RAM, Qualcomm Snapdragon 665 Mobile Processor, octa-core processor, Android 10, Bluetooth 5.0    Rear Camera: 16MP (f/1.7, 1.12µm), 2MP (f/2.2, 1.75µm), 8MP (f/2.2, 1.12µm), Front Camera: 8MP (f/2.0, 1.12µm)    2G: GSM band 2/3/5/8, 3G: UMTS band 1/2/4/5/8, 4G: LTE band 1/2/3/4/5/7/8/20/38/40 - DUAL SIM"
"Xiaomi Redmi 10C 4G Volte 64GB + 4GB Factory Unlocked 6.71"" 50MP Camera (Not Verizon Sprint Boost Cricket Metro At&T) + (w/Fast Car Charger Bundle) (Ocean Blue)",https://www.amazon.com/Xiaomi-Redmi-10C-Factory-Unlocked/dp/B09WZ46DYB/ref=sr_1_376?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-376,$137.50,4.7,Xiaomi,Redmi 10c,MIUI 13 based on Android 11,LTE,"GSM, CDMA, LTE","Will NOT work on Verizon AT&T/BOOST/CRICKET/METRO PCS or any CDMA Carrier. 4G VoLTE Worldwide Unlocked Dual Nano sim .FCC ID: 2AFZZK7BNY    Dual Nano Sim 4G: LTE FDD: 1/2/3/4/5/7/8/20/28 4G: LTE TDD: 38/40/41 (B41 2535–2655MHz) 3G: WCDMA: 1/2/4/5/8 2G: GSM: 850 900 1800 1900MHz    Dual SIM + microSD 6.71"" Dot Drop display 1650 x 720 HD+ 20.625: 9 aspect ratio Supports Sunlight display | Reading mode | Color temperature adjustment    Snapdragon 680 6nm manufacturing process CPU: Octa-core CPU, up to 2.4GHz GPU: Qualcomm Adreno 610 GPU    50MP main camera f/1.8 4-in-1 pixel binning 2MP depth camera f/2.4 Rear camera video recording 1080p | 1920x1080 at 30fps 720p | 1280x720 at 30fps / Front Camera 5MP    10W in-box charger USB-C Support 18w (not included) Battery 5000mAh (typ) Rear fingerprint sensor AI face unlock    GPS | AGPS | GLONASS | Beidou | Galileo GPS | AGPS | 3.5mm headphone jack Proximity sensor | Ambient light sensor | Accelerometer"
Huawei P10 Lite 32GB was-LX3 Octa Core 3GB RAM LTE International Version (Blue),https://www.amazon.com/Huawei-Lite-WAS-LX3-International-Version/dp/B0743D82GL/ref=sr_1_408?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089816&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-408,$139.99,4.4,HUAWEI,P10 Lite,Android 7.0,4G,UMTS,"Cellular Network Supported: 4FDD LTE: Band 2/4/5/7/28 UMTS (WCDMA) / HSPA+ / DC-HSDPA: Band 1/2/4/5/8 GSM / EDGE: 850/900/1800/1900 MHz Secondary SIM card: GSM: 850/900/1800/1900 MHz    Display: 5.2 inch FHD LCD screen, Android 7.0 Nougat    Camera: Rear: Rear: 12MP, 1/2.8 inch sensor and 1.25 µm single pixel Front: 8MP    Memory: 3GB RAM + 32GB ROM Supports Micro SD up to 256GB    Processor: Kirin 658, 16nm Octa-core (4 × 2.1GHz + 4 x 1.7GHz) + i5 co-processor"
Kyocera DuraForce Pro 2 with Sapphire Shield E6910 Black - Verizon (Renewed),https://www.amazon.com/Kyocera-DuraForce-Sapphire-Shield-E6910/dp/B07VCB7P1L/ref=sr_1_432?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089828&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-432,$131.40,3.7,Kyocera,DuraForce Pro,Android,4G,"GSM, UMTS, LTE","Verizon - 4G LTE / GSM: Quad / UMTS    5"" FHD, TFT, IPS (1920 x1080 pixels), Kyocera Sapphire Shield touchscreen / 64GB ROM - 4GB RAM - Expendable Micro SD up to 512GB    SDM630 Qualcomm Snapdragon processor with 2.2GHz x 1.8GHz, Octa Core CPU    13MP camera + 5MP front-facing camera; Super Wide View 1080p HD Action Camera with 135-degree field of view for capturing wider angle shots. Underwater Mode, Continuous Shooting, Panorama, Scene Select, Auto Scene Detect, Color Effects, Slow Motion, Time Lapse. Live full capture and playback; 1080p at 30fps.    Android 8 (Oreo) / USB Type-C and Qi Wireless / Battery 3240mAh non-removable Li-ion"
Google Pixel Phone 3-64GB Clearly White (Renewed),https://www.amazon.com/Pixel-Phone-3-64GB-Certified-Refurbished/dp/B07HKQJ6H1/ref=sr_1_380?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089753&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-380,$130.00,4.1,Google,Pixel Phone,,,,"Camera description, Front    Compatible phone models, Device    Package Dimensions, 6.5 L x 19.0 H x 13.7 W (centimeters)"
"SAMSUNG Galaxy A02 (SM-A022M/DS) Dual SIM 32GB 6.5”, Factory Unlocked GSM, International Version - No Warranty - Black",https://www.amazon.com/Samsung-SM-A022M-Factory-Unlocked-International/dp/B0914P4SLJ/ref=sr_1_456?crid=36FGADW4PDD2F&keywords=mobile+phone&qid=1673089833&refinements=p_36%3A14674874011&rnid=14674871011&s=wireless&sprefix=mobile+pho%2Caps%2C375&sr=1-456,$129.99,4.1,SAMSUNG,A02,,4G,"GSM, LTE","cameras 13p+2p    Unlocked cell phones are compatible with GSM carrier such as AT&T and T-Mobile, but are NOT compatible with CDMA carriers such as Verizon, Sprint and Cricket.    Please check if your GSM cellular carrier supports the bands for this model before purchasing, LTE may not be available in all areas.    This device may not include a US warranty as some manufacturers do not honor warranties for international items.    Device may come with foreign charger however seller will provide a US travel socket separately."
